id,context,question,answer,category,span_start,span_end,classification
843zyenQsDbdyEDKorOOEer2770,"Kaisar Naruhito adalah Kaisar Jepang yang sekarang. Kaisar Naruhito naik takhta sebagai kaisar ke-126 setelah ayahandanya, Kaisar Akihito turun takhta pada 1 Mei 2019. Kaisar Naruhito menikah dengan Putri Mahkota Masako yang berasal dari kalangan rakyat biasa, dan dikaruniai anak perempuan bernama Aiko (Putri Toshi). Adik Kaisar Naruhito bernama Pangeran Akishino yang menikah dengan Kiko Kawashima yang juga berasal dari rakyat biasa. Pangeran Akishino memiliki dua anak perempuan, yaitu (Putri Mako dan Putri Kako), serta anak laki-laki bernama Pangeran Hisahito.",Siapakah Keponakan laki laki dari Kaisar Naruhito ?,Kaisar Akihito,SPAN,123,137,C
1035LFxawmqTFdvZQiUCxQ31310,"Sekitar 70% hingga 80% dari wilayah Jepang terdiri dari pegunungan yang berhutan-hutan, dan cocok untuk pertanian, industri, serta permukiman. Daerah yang curam berbahaya untuk dihuni karena risiko tanah longsor akibat gempa bumi, kondisi tanah yang lunak, dan hujan lebat. Oleh karena itu, permukiman penduduk terpusat di kawasan pesisir. Jepang termasuk salah satu negara berpenduduk terpadat di dunia.",Mengapa daerah yang curam berbahaya untuk ditinggali?,"karena risiko tanah longsor akibat gempa bumi, kondisi tanah yang lunak, dan hujan lebat",SPAN,184,272,B
2355g1DEdj6BajInIdfN43xp3744,"Muhammad bersama pengikut awal mendapati berbagai bentuk perlawanan dan penyiksaan dari beberapa suku Mekkah. Seiring penganiayaan yang terus berlanjut, Muhammad membenarkan beberapa pengikutnya hijrah ke Habsyah, sebelum Muhammad memulai misi hijrah ke Madinah pada tahun 622. Peristiwa hijrah menandai awal penanggalan Kalender Hijriah dalam Islam. Di Madinah, Muhammad menyatukan suku-suku di bawah Piagam Madinah. Setelah delapan tahun bertahan atas serangan suku-suku Mekkah, Muhammad mengumpulkan 10.000 Muslim untuk mengepung Mekkah. Serangan tidak mendapat perlawanan berarti dan Muhammad berhasil mengambil alih kota dengan sedikit pertumpahan darah. Ia menghancurkan berhala-berhala. Pada tahun 632, beberapa bulan setelah kembali ke Madinah usai menjalani Haji Wada, Muhammad jatuh sakit dan hingga akhirnya wafat. Muhammad meninggalkan Semenanjung Arab yang telah bersatu dalam pemerintahan tunggal Islam dan sebagian besar telah menerima Islam.",Peristiwa apa yang menjadi awal penanggalan kalender Hijriah?,Peristiwa hijrah,SPAN,278,294,A
2496BbugoKX7EuTf6XE9o7do1793,"Pada 1950, PKI memulai kembali kegiatan penerbitannya, dengan organ-organ utamanya yaitu Harian Rakjat dan Bintang Merah. Pada 1950-an, PKI mengambil posisi sebagai partai nasionalis di bawah pimpinan D.N. Aidit, dan mendukung kebijakan-kebijakan anti kolonialis dan anti Barat yang diambil oleh Presiden Soekarno. Aidit dan kelompok di sekitarnya, termasuk pemimpin-pemimpin muda seperti Sudisman, Lukman, Njoto dan Sakirman, menguasai pimpinan partai pada 1951. Pada saat itu, tak satupun di antara mereka yang berusia lebih dari 30 tahun. Di bawah Aidit, PKI berkembang dengan sangat cepat, dari sekitar 3.000-5.000 anggota pada 1950, menjadi 165.000 pada 1954 dan bahkan 1,5 juta pada 1959",Berapakah anggota PKI pada 1959 ?,"1,5 j",SPAN,675,683,B
1614cyIrQoaHS01cQ4YtB4rN1196,"Selama Perang Dunia II, Angkatan Darat Kekaisaran Jepang menjajah Malaya, berakhir pada Pertempuran Singapura. Pihak Britania dikalahkan dalam enam hari dan menyerahkan benteng yang seharusnya tidak terkalahkan kepada Jenderal Tomoyuki Yamashita pada 15 Februari 1942. Penyerahan ini disebut oleh Perdana Menteri Britania Raya, Winston Churchill sebagai bencana terburuk dan penyerahan terbesar dalam sejarah Britania Raya . Pembantaian Sook Ching terhadap etnis Tionghoa setelah Singapura ditaklukkan memakan korban antara 5.000 dan 25.000 jiwa. Jepang mengganti nama Singapura menjadi , dari kata-kata Jepang , atau pulau selatan yang diperoleh pada periode Shōwa , dan mendudukinya sampai Britania menguasai kembali pulau ini pada 12 September 1945, satu bulan setelah penyerahan Jepang.",Kapankah Jepang menguasai Singapura ?,15 Februari 1942,SPAN,251,267,A
2460wLS6NYxz86-N9QN0fiAS1872,"Akulturasi adalah bersatunya dua kebudayaan sehingga membentuk kebudayaan baru tanpa menghilangkan unsur kebudayaan asli. Contohnya, bentuk bangunan Candi Borobudur yang merupakan perpaduan antara kebudayaan asli Indonesia, dan kebudayaan India. Asimilasi adalah bercampurnya dua kebudayaan sehingga membentuk kebudayaan baru. Sedangkan Sintesis adalah bercampurnya dua kebudayaan yang berakibat pada terbentuknya sebuah kebudayaan baru yang sangat berbeda dengan kebudayaan asli.",Apakah yang dimaksud dengan sintesis ?,bercampurnya dua kebudayaan yang berakibat pada terbentuknya sebuah kebudayaan baru yang sangat berbeda dengan kebudayaan asli,SPAN,353,479,B
2013gpksQIp23gepFksmpqXj2187,"Banyak penulis pada period Tanzimat menulis dalam beberapa genre secara bersamaan. Misalnya, penyair Namık Kemal menulis novel penting İntibâh (Kebangkitan) tahun 1876, sedangkan jurnalis İbrahim Şinasi dikenal karena menulis lakon Turki modern pertama pada tahun 1860, yaitu komedi satu babak Şair Evlenmesi (Pernikahan sang Penyair). Lakon sebelumnya, yaitu farse berjudul Vakâyi -i Acibe ve Havâdis-i Garibe-yi Kefşger Ahmed (Peristiwa Aneh dan Kejadian Mengherankan Ahmed si Tukang Sepatu), dibuat pada awal abad ke-19, namun keotentikannya masih diragukan. Dengan semangat yang sama, novelis Ahmed Midhat Efendi menulis novel-novel penting untuk setiap aliran besar: Romantisisme (Hasan Mellâh yâhud Sırr İçinde Esrâr, 1873; Hasan si Pelaut, atau Misteri di Dalam Misteri), Realisme (Henüz On Yedi Yaşında, 1881; Baru Tujuh Belas Tahun), dan Naturalisme (Müşâhedât, 1891; Pengamatan). Keragaman ini separuhnya didorong keinginan para penulis Tanzimat yang ingin menyertakan sastra baru sebanyak mungkin dengan harapan bisa menyumbang revitalisasi struktur sosial Utsmaniyah.",Pada tahun berapa lakon Turki modern pertama muncul?,1860,SPAN,264,268,B
566fv5aDvtV7-Bv4hgl9TCy211,"Pada Desember 2004 dan Maret 2005, Aceh dan Nias dilanda dua gempa bumi besar yang totalnya menewaskan ratusan ribu jiwa. (Lihat Gempa bumi Samudra Hindia 2004 dan Gempa bumi Sumatra Maret 2005.) Kejadian ini disusul oleh gempa bumi di Yogyakarta dan tsunami yang menghantam Pantai Pangandaran dan sekitarnya, serta banjir lumpur di Sidoarjo pada 2006 yang tidak kunjung terpecahkan.",Kapan tsunami di Aceh terjadi?,Desember 2004,SPAN,5,18,A
1006wNOvBdYdfzaE5bKwHMrj394,"Parlemen Inggris sudah membatasi kekuasaan raja melalui Magna Carta, yang secara rinci melindungi hak-hak khusus subjek-subjek Raja, baik yang sudah bebas atau masih terkekang, dan mendukung apa yang kelak menjadi habeas corpus Inggris, yaitu perlindungan kebebasan individu dari penahanan tak berdasar dengan hak membela diri. Parlemen pertama yang dipilih rakyat adalah Parlemen de Montfort di Inggris pada tahun 1265.",Apa status yang dimiliki oleh parlemen de montfort?,Parlemen pertama yang dipilih rakyat,SPAN,328,364,B
2175Be6E_9waJICTPdXhoGc74157,"Pada zaman Majapahit terjadi perkembangan, pelestarian, dan penyebaran teknik pembuatan keris. Teknik pembuatan keris mengalami penghalusan dan pemilihan bahan menjadi semakin selektif. Keris pra-Majapahit dikenal berat namun semenjak masa ini dan seterusnya, bilah keris yang ringan tetapi kuat menjadi petunjuk kualitas sebuah keris. Penggunaan keris sebagai tanda kebesaran kalangan aristokrat juga berkembang pada masa ini dan meluas ke berbagai penjuru Nusantara, terutama di bagian barat.",Bagaimana cara pemilihan bahan keris pada masa majapahit?,menjadi semakin selektif,SPAN,160,184,B
1555fIGxkCCrk6ibrb-al9xh1352,"Pada tahun 1941, Mohammad Hatta menulis artikel di koran Pemandangan yang isinya supaya rakyat Indonesia jangan memihak kepada baik ke pihak Barat ataupun fasisme Jepang. Kelak, pada zaman Jepang tulisan Hatta dijadikan bahan oleh penguasa Jepang untuk tidak percaya Hatta selama Perang Pasifik. Yang mana, kelak tulisan Hatta dibaca Murase, seorang Wakil Kepala Kempeitai (dinas intelijen) dan menyarankan Hatta agar mengikuti Nippon Seishin di Tokyo pada November 1943.",Apakah yang disarankan oleh Murase kepada Hatta setelah membaca tulisan Hatta ?,Nippon Seishin,SPAN,428,442,B
2469md_5PBJjoEzHnxLNfP-31854,"Dalam kurun waktu 1945-1950, UUD 1945 tidak dapat dilaksanakan sepenuhnya karena Indonesia sedang disibukkan dengan perjuangan mempertahankan kemerdekaan. Maklumat Wakil Presiden Nomor X pada tanggal 16 Oktober 1945 memutuskan bahwa kekuasaan legislatif diserahkan kepada KNIP, karena MPR dan DPR belum terbentuk. Tanggal 14 November 1945, dibentuk Kabinet Semi-Presidensial (Semi-Parlementer) yang pertama, sehingga peristiwa ini merupakan perubahan pertama dari sistem pemerintahan Indonesia terhadap UUD 1945.",Kenapa pada awal kemerdekaan UUD 1945 tidak dapat dilaksanakan sepenuhnya ?,karena Indonesia sedang disibukkan dengan perjuangan mempertahankan kemerdekaan,SPAN,74,153,B
1594vbwJIaYnRKU4MTrVcD4P1249,"Masa kepemimpinan Tirtokoesomo berlangsung dari tahun 1908-1911. Selama masa kepemimpinannya, organisasi Budi Utomo menciptakan beberapa gerakan seperti penerbitan majalah guru desa serta perubahan kurikulum pengajaran Bahasa Belanda yang semula diajarkan dari kelas tiga ke atas menjadi dimulai sejak kelas 1. Hasil ini dinilai lambat karena seharusnya dengan cabang-cabang Budi Utomo yang cukup banyak, gerakan Budi Utomo dinilai lambat dan sangat hati-hati. Organisi ini juga tetap terus berjuang di bidang sosial-buclaya tanpa menyentuh bidang politik, meskipun delat dengan Hubungan dengan pemerintah karena sebagian besar anggota merupakan pegawai pemerintah.",Kapankah Tirtokoesomo menjabat sebagai ketua Budi Utomo ?,dari tahun 1908-1911,SPAN,43,63,B
2449Gc-t93zVR6Bjza9-brVc1897,"Kekerabatan adalah unit-unit sosial yang terdiri dari beberapa keluarga yang memiliki hubungan darah atau hubungan perkawinan. Anggota kekerabatan terdiri atas ayah, ibu, anak, menantu, cucu, kakak, adik, paman, bibi, kakek, nenek, dan seterusnya. Dalam kajian sosiologi-antropologi, ada beberapa macam kelompok kekerabatan dari yang jumlahnya relatif kecil hingga besar seperti keluarga ambilineal, klan, fatri, dan paroh masyarakat. Di masyarakat umum kita juga mengenal kelompok kekerabatan lain seperti keluarga inti, keluarga luas, keluarga bilateral, dan keluarga unilateral.",Apa sajakah anggota kekerabatan ?,"ayah, ibu, anak, menantu, cucu, kakak, adik, paman, bibi, kakek, nenek, dan seterusnya",SPAN,160,246,B
543NpNSndtBz1uxC9CuhODm281,"Dari Sabang di ujung Aceh sampai Merauke di tanah Papua, Indonesia terdiri dari berbagai suku bangsa, bahasa, dan agama. Berdasarkan rumpun bangsa (ras), Indonesia terdiri atas bangsa asli pribumi yakni Mongoloid Selatan/Austronesia dan Melanesia di mana bangsa Austronesia yang terbesar jumlahnya dan lebih banyak mendiami Indonesia bagian barat. Secara lebih spesifik, suku bangsa Jawa adalah suku bangsa terbesar dengan populasi mencapai 42% dari seluruh penduduk Indonesia. Semboyan nasional Indonesia, Bhinneka tunggal ika (Berbeda-beda namun tetap satu), bermakna keberagaman sosial-budaya yang membentuk satu kesatuan/negara. Selain memiliki populasi penduduk yang padat dan wilayah yang luas, Indonesia memiliki wilayah alam yang mendukung tingkat keanekaragaman hayati terbesar kedua di dunia.",Slogan persatuan indonesia adalah,Bhinneka tunggal ika,SPAN,507,527,C
1025Ra_IZNvQuUI7Ec5aTeot340,"Penelitian arkeologi menunjukkan bahwa Jepang telah dihuni manusia purba setidaknya 600.000 tahun yang lalu, pada masa Paleolitik Bawah. Setelah beberapa zaman es yang terjadi pada masa jutaan tahun yang lalu, Jepang beberapa kali terhubung dengan daratan Asia melalui jembatan darat (dengan Sakhalin di utara, dan kemungkinan Kyushu di selatan), sehingga memungkinkan perpindahan manusia, hewan, dan tanaman ke kepulauan Jepang dari wilayah yang kini merupakan Republik Rakyat Tiongkok dan Korea. Zaman Paleolitik Jepang menghasilkan peralatan bebatuan yang telah dipoles yang pertama di dunia, sekitar tahun 30.000 SM.",Mengapa ada kemungkinan perpindahan manusia dan hewan ke kepulauan Jepang?,Jepang beberapa kali terhubung dengan daratan Asia melalui jembatan darat,SPAN,210,283,B
2523I4nlHreDk5vBkSCH8RHq1725,"Pada 14 Mei 1948, sehari sebelum akhir Mandat Britania, Agensi Yahudi memproklamasikan kemerdekaan dan menamakan negara yang didirikan tersebut sebagai Israel . Sehari kemudian, gabungan lima negara Arab – Mesir, Suriah, Yordania, Lebanon dan Irak –menyerang Israel, menimbulkan Perang Arab-Israel 1948. Maroko, Sudan, Yemen dan Arab Saudi juga membantu mengirimkan pasukan. Setelah satu tahun pertempuran, genjatan senjata dideklarasikan dan batas wilayah sementara yang dikenal sebagai Garis Hijau ditentukan. Yordania kemudian menganeksasi wilayah yang dikenal sebagai Tepi Barat dan Yerusalem Timur, sedangkan Mesir mengontrol Jalur Gaza. Israel kemudian diterima sebagai anggota PBB pada tanggal 11 Mei 1949. Selama konflik ini, sekitar 711.000 orang Arab Palestina (80% populasi Arab) mengungsi keluar Palestina.",Kapankah Israel diterima sebagai anggota PBB ?,11 Mei 1949,SPAN,701,712,B
1549ke6ypccQP3h0ZB6b7GCG1370,"Setelah Hatta kembali dari Belanda, Syahrir tidak bisa ke Belanda karena keduanya keburu ditangkap Belanda pada 25 Februari 1934 dan dibuang ke Digul, dan selanjutnya ke Banda Neira. Baik di Digul maupun Banda Neira, ia banyak menulis di koran-koran Jakarta, dan ada juga untuk majalah-majalah di Medan. Artikelnya tidak terlalu politis, namun bersifat lebih menganalisis dan mendidik pembaca. Ia juga banyak membahas pertarungan kekuasaan di Pasifik.",Kemanakah Hatta dan Syahrir dibuang oleh Belanda setelah dari Digul ?,ke Banda Neira,SPAN,167,181,B
2690j2wOUpSsJgKU08FvIZEg993,"Sebagian besar orang Malaysia diberikan kewarganegaraan oleh lex soli. Kewarganegaraan di negara bagian Sabah dan Sarawak di Malaysia Timur berbeda dengan kewarganegaraan di Malaysia Barat untuk tujuan imigrasi. Setiap warga negara diberi selembar kartu identitas biometric smart chip , yang biasa disebut MyKad , pada umur 12 tahun, dan harus membawa kartu itu kapanpun.",Apa yang didapatkan oleh warga negara Malaysia?,"selembar kartu identitas biometric smart chip , yang biasa disebut MyKad",SPAN,239,311,B
2080DF2p6ax3v1-aUbtGWT4O1561,"Setelah pemugaran besar-besaran pada 1973 yang didukung oleh UNESCO, Borobudur kembali menjadi pusat keagamaan dan ziarah agama Buddha. Sekali setahun pada saat bulan purnama sekitar bulan Mei atau Juni, umat Buddha di Indonesia memperingati hari suci Waisak, hari yang memperingati kelahiran, wafat, dan terutama peristiwa pencerahan Siddhartha Gautama yang mencapai tingkat kebijaksanaan tertinggi menjadi Buddha Shakyamuni. Waisak adalah hari libur nasional di Indonesia dan upacara peringatan dipusatkan di tiga candi Buddha utama dengan ritual berjalan dari Candi Mendut menuju Candi Pawon dan prosesi berakhir di Candi Borobudur.",Apakah yang diperingati pada hari suci Waisak ?,"hari yang memperingati kelahiran, wafat, dan terutama peristiwa pencerahan Siddhartha Gautama yang mencapai tingkat kebijaksanaan tertinggi menjadi Buddha Shakyamuni",SPAN,260,425,B
2209BDzn0SpuYmXdWVg9Z1Hy4071,"Ir. H. Joko Widodo (;), atau yang lebih akrab disapa Jokowi, adalah Presiden Indonesia yang mulai menjabat sejak 20 Oktober 2014. Terpilih dalam Pemilu Presiden 2014, Jokowi menjadi Presiden Indonesia pertama sepanjang sejarah yang bukan berasal dari latar belakang elite politik atau militer Indonesia. Ia terpilih bersama Wakil Presiden Muhammad Jusuf Kalla dan kembali terpilih bersama Wakil Presiden Ma ruf Amin dalam Pemilu Presiden 2019. Jokowi pernah menjabat Gubernur DKI Jakarta sejak 15 Oktober 2012 hingga 16 Oktober 2014 didampingi Basuki Tjahaja Purnama sebagai wakil gubernur. Sebelumnya, ia adalah Wali Kota Surakarta (Solo), sejak 28 Juli 2005 hingga 1 Oktober 2012 didampingi F.X. Hadi Rudyatmo sebagai wakil wali kota. Dua tahun menjalani periode keduanya menjadi Wali Kota Solo, Jokowi ditunjuk oleh partainya, Partai Demokrasi Indonesia Perjuangan (PDI-P), untuk bertarung dalam pemilihan Gubernur DKI Jakarta berpasangan dengan Basuki Tjahaja Purnama (Ahok).",Siapa nama wakil gubernur Jokowi ketika menjadi gubernur DKI Jakarta?,Basuki Tjahaja Purnama,SPAN,544,566,B
1419tOWt7I089hJ4HUoPR6EI631,"Penetapan tanggal kelahiran Kartini sebagai hari besar juga agak diperdebatkan. Pihak yang tidak begitu menyetujui, mengusulkan agar tidak hanya merayakan Hari Kartini saja, namun merayakannya sekaligus dengan Hari Ibu pada tanggal 22 Desember. Alasan mereka adalah agar tidak pilih kasih dengan pahlawan-pahlawan wanita Indonesia lainnya, karena masih ada pahlawan wanita lain yang tidak kalah hebat dengan Kartini seperti Cut Nyak Dhien, Martha Christina Tiahahu, Dewi Sartika dan lain-lain. Menurut mereka, wilayah perjuangan Kartini itu hanyalah di Jepara dan Rembang saja, Kartini juga tidak pernah memanggul senjata melawan penjajah. Sikapnya yang pro terhadap poligami juga bertentangan dengan pandangan kaum feminis tentang arti emansipasi wanita. Dan berbagai alasan lainnya. Pihak yang pro mengatakan bahwa Kartini tidak hanya seorang tokoh emansipasi wanita yang mengangkat derajat kaum wanita Indonesia saja, melainkan adalah tokoh nasional; artinya, dengan ide dan gagasan pembaruannya tersebut dia telah berjuang untuk kepentingan bangsanya. Cara pikirnya sudah melingkupi perjuangan nasional.",Di manakah daerah perjuangan kartini?,Jepara dan Rembang,SPAN,553,571,B
1628lnBbfe3Htrze2ai84nZb1159,"Singapura juga memiliki hubungan yang baik dengan beberapa negara Eropa, termasuk Prancis, Jerman, dan Britania Raya, negara yang disebutkan terakhir memiliki hubungan melalui Five Power Defence Arrangements (FPDA) bersama Malaysia, Australia dan Selandia Baru. Singapura juga berhubungan baik dengan Amerika Serikat, negara yang memiliki kekuatan penyeimbang di Asia Tenggara untuk menyeimbangkan kekuatan regional.",Apa sajakah negera eropa yang memiliki hubungan yang baik dengan Singapura ?,"Prancis, Jerman, dan Britania Raya",SPAN,82,116,B
