id,question,answer,category,classification
2186ULHrp_lvPj5LDBoeTtdH4131,Dimana letak Ibu kota majapahit?,Trowulan,SPAN,A
262821L4N7qZnsAQ8yXausca2342,Sejak kapan SBY tidak lagi berminat melukis?,Akabri,SPAN,B
2687wsGAHxfopUhAw18YbVRI1000,Apa yang pemerintah malaysia lakukan sejak bertahun-tahun yang lalu?,memperkuat usaha untuk memutakhirkan sistem dan menggaet lebih banyak investor asing,SPAN,C
2646TB5mc-c2hplG5koqTh501118,Apa perubahan basis ekonomi yang terjadi pada periode Dr. Mahathir Mohamad?,mengalami lompatan dari ekonomi berbasis pertanian ke ekonomi berbasis manufaktur dan industri,SPAN,B
1951HRAy-63r-iYmzz_OIMwm2295,Dalam pertempuran apa Sultan Selim I mengalahkan Shah Ismail?,Pertempuran Chaldiran,SPAN,B
1532jmPrtawUKEP8PbFN0KA51942,Kapan MV Make A Wish dirilis ke publik?,12 Oktober 2020,SPAN,B
1440tJiNSRh2yn6L1Bpe-Z2O2134,Berapa kapitalisasi BEI di bulan Mei 2013?,"USD 510,98 miliar",SPAN,B
575_whZmLvyvEEXouWkoc8Q185,Negara manakah yang menempati peringkat pertama dalam hal keanekaragaman mamalia?,Brasil,SPAN,A
2512lEhovFhT11eis4TwjWj61754,Apakah alasan wahid untuk menghapus larangan-larangan terhadap anggota PKI ?,"UUD 1945 Indonesia, yang tidak melarang atau bahkan secara khusus menyebutkan komunism",SPAN,C
2604w8Y2Cl6uiR5M0-ejmWMM2383,Sampai tanggal berapa Presiden Susilo Bambang Yudhoyono menjabat sebagai Presiden,20 Oktober 2014,SPAN,B
25219t08QQEFWvS8eYsekPUS1730,Kapankah Aliyah pertama terjadi ?,tahun 1881,SPAN,B
1751kG4ZgRcpVW2reI1_s3123551,Pada masa pemerintahan siapakah ekspansi ekonomi di AS terlama berlangsung?,Bill Clinton,SPAN,B
960o6-E-_ISeh5lV6FHiD34520,Apa yang dilakukan pemerintah jepang untuk menarik hati penduduk Indonesia?,"memerhatikan dan sekaligus memanfaatkan tokoh-tokoh Indonesia seperti Soekarno, Mohammad Hatta, dan lain-lain dalam setiap organisasi-organisasi dan lembaga lembaga",SPAN,C
1616QzaVp9mutwg1uh2jzwdO1192,Siapakah Yang di-pertuan pertama Singapura ?,Sir William Almond Codrington Goode,SPAN,C
2187B0sWPT98eVpnAmdk_adu4128,Dimana gaya arsitektur majapahit dapat ditemukan saat ini?,dalam arsitektur Jawa dan Bali,SPAN,C
1536mI_d8jtM2jw9hUxzP9iL1929,Siapa sekutu Uni Soviet ketika melawang Tiongkok?,India,SPAN,B
1947A5MF0NJR55TokdQfbhca2307,Kapan kota Bursa ditaklukkan oleh Orhan?,1324,SPAN,B
2485wQdQwDnk4yk5FdBXXmhj1815,Siapakah yang mendirikan ISDV ?,Henk Sneevliet,SPAN,B
2070ak7o05iYQKrCn9M9TwT31592,Berapa lamakah perkiraan pembangunan candi Borobudur ?,75 - 100 tahun,SPAN,C
2106VMTbOKIT8LUZtIXhHKmi1490,Berapakah gaji Soedirman saat menjadi guru ?,tiga gulden,SPAN,B
66120RRLn0zmV3MwnNHl6_h2974,Kapan youtube mendukung touchscreen?,Juli 2010,SPAN,C
882RL4zKg1IQbdwrUdiW2uc2668,Kapankah Perbasi dibentuk ?,pada 1955,SPAN,B
1579OPjVMaCxctlZmUpiZzrp1293,Siapakah ketua pucuk pimpinan TNI ?,Panglima Besar Jenderal Soedirman,SPAN,C
1159_3BLEoNo6JC3PQD3lhm_3274,Siapakah yang memimpin upacara pemakaman mantan Presiden Soeharto?,Susilo Bambang Yudhoyono,SPAN,B
2131ThABbwh5RS-HlVdmLPDZ1417,Kapankah Oerip ditetapkan menjadi pahlawan nasional ?,10 Desember 1964,SPAN,B
2021CWT7r6wMcqbzHWF5IBs12171,Apa nama 2 gaya musik di Kesultanan Utsmaniyah?,musik klasik Utsmaniyah dan musik rakyat,SPAN,B
1823Eoxuy7YeAaFwIKLgSxRm3381,Kriteria apa saja yang menjadi parameter pencapaian dan kemajuan warga Amerika?,"Citra diri, sudut pandang sosial, dan ekspektasi budaya",SPAN,C
1569FwzJ_LvmO5rW73WzT8541311,Apakah yang dilakukan Hatta setelah mundur dari jabatan wakil presiden ?,menambah dari penghasilan menulis buku dan mengajar,SPAN,C
2172mjXN9cse5myRvOdHKPXb4166,Siapa nama adipati demak saat itu?,Raden Patah,SPAN,B
3016XnYJU0PvEDVmTUPXywfh3826,Bagaimana Amerika dan negara persemakmuran Filipina mencaplok Manila?,pertempuran yang menghancurkan kota ini,SPAN,C
15387Blg_wJjcZbkwAdg3ihT1399,Siapakah nama kecil Mohammad Hatta ?,Muhammad Athar,SPAN,C
2965ZcSt1DSsDVrBS8zreyMW3946,Kemanakah pemerintahan Tiongkok dipindahkan setelah Jepang menggagalkan pemberontakan Tiongkok?,Chongqing,SPAN,B
1183jSSsRsBAdPZ3YbN6lTA63206,Apa salah satu usaha yang dilakukan Khalifah al-Manshur untuk menaklukkan kembali daerah yang membebaskan diri?,"merebut benteng-benteng di Asia, kota Malatia, wilayah Coppadocia dan Cicilia",SPAN,C
24325JvjgPXosVnug4HXcsdC3598,"Siapakah yang memimpin kelompok ""Dewan Revolusi""?",Letkol Untung Sutopo,SPAN,B
2588tXgAWa0hfqLa7dv034Sk2420,Hak apa yang didapat oleh PLO di PBB?,hak untuk berbicara di Majelis Umum PBB tetapi tidak memiliki hak suara,SPAN,B
545m8hikbi_76zd990QYmmK274,Berasal dari bahasa apakah kata Indonesia itu?,Yunani kuno,SPAN,C
2133l3pjWfCkZZOCX5jvmzSB1411,Kapankah taliban menguasai Afganistan ?,1996 sampai 2001 serta kembali menguasai Afganistan pada 2021,SPAN,C
1030cFCd9o4jSm3pwYZj572K326,Kapan Matthew Perry datang ke Jepang?,31 Maret 1854,SPAN,B
1471q7bJiZQDI20zdeWOjTxp2066,Restoran nasional apa saja yang ada di mall?,"Es Teler 77, J.Co dan Bakmie Gajah Mada",SPAN,C
1220telOq3nKQ9I7IlLmxhq53097,Apa yang menghalangi Dewa untuk menikahi Alya?,"terhalang restu mamanya, Farah (Dian Nitami)",SPAN,C
1158byH939tSa-y6piPB33qI3275,Berapa lama jumpa pers yang diadakan oleh Presiden Susilo Bambang Yudhoyono?,3 menit dan 28 detik,SPAN,C
2143rWgXIxnPTtsFFOBT0X5t4243,Kapan raden rahmat tiba di Jawa?,sebelum tahun 1446 M,SPAN,B
1010HNqYCv68G7N_CQVNh43m382,Apa yang membawa keuntungan bagi warga negara pada penerapan demokrasi liberal?,Gelombang demokratisasi yang muncul,SPAN,C
588NyHE4CBeocNT0p36WOjf144,Sektor apakah yang berkontribusi besar pada PDB Indonesia?,Sektor jas,SPAN,A
2353LXtRRUsp_KUtkJvbyF5G3749,Siapakah ayah Nabi Muhammad SAW?,Abdullah,SPAN,A
2606wggZxTDXC27kXBM1nOHp2377,Pada tanggal berapa SBY lahir?,9 September 1949,SPAN,B
2125V8N_l5QntOTnTrzc20WM1434,Siapakah yang berhasil merebut kembali ibukota Yogyakarta ?,Letnan Kolonel Soeharto,SPAN,B
2185kJh_nrTH_U4b39Vcv8ax4132,Bagaimana sifat budaya keraton yang dideskripsikan pada Nagarakretagama?,"adiluhung dan anggun, dengan cita rasa seni dan sastra yang halus, serta sistem ritual keagamaan yang rumit",SPAN,C
2376URQldjysl6l8eVv3nAMJ3695,Siapakah raja Habsyah yang adil dan memperbolehkan orang-orang Islam berhijrah ke negaranya?,Negus,SPAN,B
1384pGKRecF-Gb_z9zzAv2JJ724,Apa tujuan konstituante bersidang?,untuk membuat UUD yang baru,SPAN,C
